uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,supervisor_district,neighborhoods_analysis_boundaries,location,data_as_of,data_loaded_at,business_corridor,location_end_date,dba_end_date
1377660-01-251-1165240,1377660-01-251,1165240,Weian Jiang,Aj Electric,463 Moscow St,San Francisco,CA,94112,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,463 Moscow St,San Francisco,94112,CA,2300-2399,Construction,Construction,False,False,11,Excelsior,"{'type': 'Point', 'coordinates': [-122.428125, 37.720161]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378035-01-251-1165403,1378035-01-251,1165403,Emer Dillon Movement,Emer Dillon Movement,1301 York St Apt 3,San Francisco,CA,94110,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,1301 York St Apt 3,San Francisco,94110,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.407839, 37.751058]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377749-01-251-1165277,1377749-01-251,1165277,Baytek Indoor Air Solutions,Baytek Indoor Air Solutions,1990 Day Rd,Gilroy,CA,95020,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,1990 Day Rd Rd,Gilroy,95020,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.624841179, 37.040798905]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377705-01-251-1165250,1377705-01-251,1165250,Yenci Lima,Lima Construction,1249 Duffy Way,Brentwood,CA,94513,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,1249 Duffy Way,Brentwood,94513,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.709942642, 37.933591957]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377727-01-251-1165267,1377727-01-251,1165267,Tmall Trading Wholesale LLC,Tmall Trading Wholesale LLC,706 Templeton Ave,Daly City,CA,94014,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,706 Templeton Ave,Daly City,94014,CA,4400-4599,Retail Trade,Retail Trade,False,False,,,"{'type': 'Point', 'coordinates': [-122.450450595, 37.703943191]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377751-01-251-1165278,1377751-01-251,1165278,Nifty Capital,Nifty Capital,555 Florida St Apt 218,San Francisco,CA,94110,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,555 Florida St Apt 218,San Francisco,94110,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.410962, 37.762029]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378076-01-251-1165418,1378076-01-251,1165418,Israel Ramirez,Iz Painting,13900 San Pablo Ave Spc 9,San Pablo,CA,94806,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,13900 San Pablo Ave Spc 9,San Pablo,94806,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.341244287, 37.96032038]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377682-01-251-1165248,1377682-01-251,1165248,"Momentum-Na, Inc","Momentum-Na, Inc",300 Vesey St Fl 15,New York,NY,10282,2025-01-07T00:00:00.000,2025-01-07T00:00:00.000,300 Vesey St Fl 15,New York,10282,NY,7100-7199 7220-7229,Multiple,"Arts, Entertainment, and Recreation; Food Services",False,False,,,"{'type': 'Point', 'coordinates': [-74.016724729, 40.714847031]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1381004-02-251-1166700,1381004-02-251,1166700,Malia Bow,Malia Bow Law,49 Bessie St,San Francisco,CA,94110,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,49 Bessie St,San Francisco,94110,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,9,Bernal Heights,"{'type': 'Point', 'coordinates': [-122.4142875, 37.746918]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377837-01-251-1165317,1377837-01-251,1165317,Top Line Home Remodeling,Top Line Home Remodeling,257 Montana St,San Francisco,CA,94112,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,6095 Walsh Ave Ste B1,Santa Clara,95050,CA,2300-2399,Construction,Construction,False,False,11,Oceanview/Merced/Ingleside,"{'type': 'Point', 'coordinates': [-122.461128, 37.716345]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379433-01-251-1166021,1379433-01-251,1166021,Gold Digger Buddy Club,Gold Digger Buddy Club,1121 Noe St,San Francisco,CA,94114,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,1121 Noe St,San Francisco,94114,CA,,,,False,False,8,Noe Valley,"{'type': 'Point', 'coordinates': [-122.4315315, 37.751094]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377594-01-251-1165210,1377594-01-251,1165210,Konjo Salon LLC,Konjo Salon,1119 Fillmore St,San Francisco,CA,94115,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,1119 Fillmore St,San Francisco,94115,CA,8100-8139,Certain Services,Certain Services,False,False,5,Western Addition,"{'type': 'Point', 'coordinates': [-122.432274, 37.779813]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Fillmore Street (Lower),2025-01-06T00:00:00.000,
1380257-02-251-1166381,1380257-02-251,1166381,Mindfulfairy Foundation,Mindfulfairy Foundation,42 Heritage Ave,San Francisco,CA,94134,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,42 Heritage Ave,San Francisco,94134,CA,4800-4999 5100-5199 6100-6299,Multiple,Transportation and Warehousing; Information; Private Education and Health Services,False,False,10,Visitacion Valley,"{'type': 'Point', 'coordinates': [-122.412194509, 37.709809914]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382286-02-251-1167217,1382286-02-251,1167217,Nonfiction Laboratories Inc.,Nonfiction Laboratories Inc.,953 Indiana St,San Francisco,CA,94107,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,953 Indiana St,San Francisco,94107,CA,,,,False,False,10,Potrero Hill,"{'type': 'Point', 'coordinates': [-122.390973, 37.758789]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377998-01-251-1165386,1377998-01-251,1165386,"Vroom Detailing Services, Inc",Vroomdetail,455 Valencia St,San Francisco,CA,94103,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,455 Valencia St,San Francisco,94103,CA,,,,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.421654, 37.765656]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377649-01-251-1165235,1377649-01-251,1165235,Zachary Ingram,After Hours Jewelry,3470 25th St Apt 4,San Francisco,CA,94110,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,3470 25th St Apt 4,San Francisco,94110,CA,4400-4599,Retail Trade,Retail Trade,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4198495, 37.750734]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377623-01-251-1165223,1377623-01-251,1165223,Cure SF,Cure SF,820 Elizabeth St,San Francisco,CA,94114,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,820 Elizabeth St,San Francisco,94114,CA,7220-7229,Food Services,Food Services,False,False,8,Noe Valley,"{'type': 'Point', 'coordinates': [-122.439078, 37.752048]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1380274-02-251-1166389,1380274-02-251,1166389,"Lucidic Ai, Inc.",Lucidic Ai,1314 Eddy St Bldg 131,San Francisco,CA,94115,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,1314 Eddy St Bldg 1314,San Francisco,94115,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,5,Western Addition,"{'type': 'Point', 'coordinates': [-122.429574, 37.782063]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377610-01-251-1165218,1377610-01-251,1165218,Ryan Valenzuela,Atlas Talent Intelligence,114 Rolph St,San Francisco,CA,94112,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,114 Rolph St,San Francisco,94112,CA,,,,False,False,11,Excelsior,"{'type': 'Point', 'coordinates': [-122.4399195, 37.714788]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377562-01-251-1165195,1377562-01-251,1165195,"Ls Assessment, Inc.","Ls Assessment, Inc.",18432 Oxnard St Ste 212,Tarzana,CA,91356,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,18432 Oxnard St Ste 212,Tarzana,91356,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-118.534779986, 34.179652014]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378803-01-251-1165528,1378803-01-251,1165528,Iqvideography,Iqvideo - San Francisco Video Production,150 Sutter St,San Francisco,CA,94104,2025-01-06T00:00:00.000,2025-01-20T00:00:00.000,224 Fox Sparrow Ln,Brisbane,94005,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.4030015, 37.790082]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377596-01-251-1165211,1377596-01-251,1165211,Sequoia Bay Construction Inc,Sequoia Bay Construction Inc,411 Airport Blvd,Burlingame,CA,94010,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,411 Airport Blvd,Burlingame,94010,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.338707839, 37.590630756]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378049-01-251-1165407,1378049-01-251,1165407,Stephen Gundlach,Stephen Gundlach Therapy,423 Gough St,San Francisco,CA,94102,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,423 Gough St,San Francisco,94102,CA,5400-5499 6100-6299,Multiple,"Professional, Scientific, and Technical Services; Private Education and Health Services",False,False,5,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.4233145, 37.777239]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377542-01-251-1165184,1377542-01-251,1165184,Calidad Electric,Calidad Electric,2029 Rutherford St,Oakland,CA,94601,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,2029 Rutherford St,Oakland,94601,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.223702679, 37.784673533]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377647-01-251-1165234,1377647-01-251,1165234,"Uptima Entrepreneur Cooperative, Inc.",Uptima Entrepreneur Cooperative,2323 Broadway,Oakland,CA,94612,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,2323 Broadway,Oakland,94612,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-122.266430018, 37.812659996]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377593-01-251-1165210,1377593-01-251,1165210,Konjo Salon LLC,Konjo Salon,1119 Fillmore St,San Francisco,CA,94115,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,1119 Fillmore St,San Francisco,94115,CA,8100-8139,Certain Services,Certain Services,False,False,5,Western Addition,"{'type': 'Point', 'coordinates': [-122.432274, 37.779813]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Fillmore Street (Lower),,
1377554-01-251-1165191,1377554-01-251,1165191,Majesty Deli And Cafe,Majesty Deli And Cafe,246 2nd St,San Francisco,CA,94105,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,636 El Camino Real Apt 219a,South San Francisco,94080,CA,7220-7229,Food Services,Food Services,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.3974125, 37.785753]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379054-01-251-1165236,1379054-01-251,1165236,"Pb Health & Wellness, A Naturopathic Corporation",The Nook Integrative Health,3329 Sacramento St,San Francisco,CA,94118,2025-01-06T00:00:00.000,2025-01-26T00:00:00.000,2108 N St Ste N,Sacramento,95816,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,2,Presidio Heights,"{'type': 'Point', 'coordinates': [-122.447547, 37.788012]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377616-01-251-1165220,1377616-01-251,1165220,Lei Liang,L And P Construction,1343 Thomas Ave,San Francisco,CA,94124,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,1343 Thomas Ave,San Francisco,94124,CA,2300-2399,Construction,Construction,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.38677, 37.727541]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377588-01-251-1165207,1377588-01-251,1165207,Carvel Brown,Carvel Brown,1372 A Natoma St,San Francisco,CA,94103,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,1372a Natoma St,San Francisco,94103,CA,7210-7219,Accommodations,Accommodations,False,True,9,Mission,"{'type': 'Point', 'coordinates': [-122.4186615, 37.767258]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377651-01-251-1165236,1377651-01-251,1165236,"Pb Health & Wellness, A Naturopathic Corporation",The Nook Integrative Health,2860 Diamond St,San Francisco,CA,94131,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,2108 N St Ste N,Sacramento,95816,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,8,Glen Park,"{'type': 'Point', 'coordinates': [-122.434254, 37.733805]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378475-01-251-1165594,1378475-01-251,1165594,Dimensional Inc.,Dimensional Inc.,454 Natoma St,San Francisco,CA,94103,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,454 Natoma St,San Francisco,94103,CA,4200-4299,Wholesale Trade,Wholesale Trade,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.4069255, 37.78101]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377584-01-251-1165206,1377584-01-251,1165206,Christopher Stemborowski LLC,User Centric Marketing Institute,110 Channel St Unit 619,San Francisco,CA,94158,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,110 Channel St Unit 619,San Francisco,94158,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.391117, 37.77462]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377638-01-251-1165230,1377638-01-251,1165230,Antonio Plancarte Arellano,Plancarte Electric,124 Retiro Ln,Moss Beach,CA,94038,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,125 Retiro Ln,Moss Beach,94038,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.500159136, 37.508521172]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378484-01-251-1165597,1378484-01-251,1165597,California Bound LLC,California Bound LLC,260 W 44th St Ste 600,New York,NY,10036,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,260 W 44th St Ste 600,New York,10036,NY,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,,,"{'type': 'Point', 'coordinates': [-73.988359363, 40.758233397]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377589-01-251-1165208,1377589-01-251,1165208,Sf Travelers Inn,Sf Travelers Inn,554 Broadway,San Francisco,CA,94133,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,554 Broadway,San Francisco,94133,CA,7210-7219,Accommodations,Accommodations,False,False,3,North Beach,"{'type': 'Point', 'coordinates': [-122.4064215, 37.798101]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377571-01-251-1165200,1377571-01-251,1165200,Allsquare Roofing,Keystone Exteriors,18129 Retreat Rd,Grass Valley,CA,95949,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,18129 Retreat Rd,Grass Valley,95949,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.082304307, 39.109641327]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377551-01-251-1165189,1377551-01-251,1165189,"Able Building Construction, Inc.","Able Building Construction, Inc.",3692 Rue Mirassou,San Jose,CA,95148,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,3692 Rue Mirassou,San Jose,95148,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.769694547, 37.320493207]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379631-02-251-1166103,1379631-02-251,1166103,Spirit Of A Boss,Spirit Of A Boss,330 Olmstead St,San Francisco,CA,94134,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,330 Olmstead St,San Francisco,94134,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377711-01-251-1165262,1377711-01-251,1165262,Jessica Holmes Consulting,Jessica Holmes Consulting,671 Connecticut St,San Francisco,CA,94107,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,671 Connecticut St,San Francisco,94107,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,10,Potrero Hill,"{'type': 'Point', 'coordinates': [-122.3967465, 37.757844]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378327-01-251-1165528,1378327-01-251,1165528,Iqvideography,Iqvideography,224 Fox Sparrow Ln,Brisbane,CA,94005,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,224 Fox Sparrow Ln,Brisbane,94005,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,,,"{'type': 'Point', 'coordinates': [-122.410605374, 37.69218292]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1382330-02-251-1167235,1382330-02-251,1167235,Twice But Nice,1552 Haight Street,1201 Funston Ave Apt 109,San Francisco,CA,94122,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,1201 Funston Ave Apt 109,San Francisco,94122,CA,4400-4599,Retail Trade,Retail Trade,False,False,7,Inner Sunset,"{'type': 'Point', 'coordinates': [-122.4710505, 37.765458]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377577-01-251-1165203,1377577-01-251,1165203,Cal-Oak Constructors Inc,Cal-Oak Constructors Inc,665 Larch Way,San Francisco,CA,94115,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,665 Larch Way,San Francisco,94115,CA,2300-2399,Construction,Construction,False,False,5,Western Addition,"{'type': 'Point', 'coordinates': [-122.428351593, 37.781428066]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377585-01-251-1165205,1377585-01-251,1165205,Hank Keyser,Hank Keyser,158 Gonzalez Dr,San Francisco,CA,94132,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,158 Gonzalez Dr,San Francisco,94132,CA,4400-4599,Retail Trade,Retail Trade,False,False,7,Lakeshore,"{'type': 'Point', 'coordinates': [-122.4761265, 37.717641]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378656-01-251-1165673,1378656-01-251,1165673,Aric Perez,Aric Perez,2720 24th St,San Francisco,CA,94110,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,2720 24th St,San Francisco,94110,CA,,,,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.406921, 37.753164]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Lower 24th Street,,
1377552-01-251-1165190,1377552-01-251,1165190,Mision Evangelica Principe De Paz,Mision Evangelica Principe De Paz,1509 Oakdale Ave,San Francisco,CA,94124,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,1727 Newcomb Ave,San Francisco,94124,CA,8100-8139,Certain Services,Certain Services,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.3889705, 37.733652]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377557-01-251-1165192,1377557-01-251,1165192,Learning Together Child Care LLC,Learning Together Child Care,312 Gonzalez Dr,San Francisco,CA,94132,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,312 Gonzalez Dr,San Francisco,94132,CA,,,,False,False,7,Lakeshore,"{'type': 'Point', 'coordinates': [-122.4764865, 37.71648]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378297-01-251-1165515,1378297-01-251,1165515,"Silvestrum Climate Associates, LLC","Silvestrum Climate Associates, LLC",736 Kirkham St,San Francisco,CA,94122,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,736 Kirkham St,San Francisco,94122,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,7,Inner Sunset,"{'type': 'Point', 'coordinates': [-122.468841, 37.760445]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1380714-02-251-1166568,1380714-02-251,1166568,Immersion 5,L'academy Preschools,42 Waller St,San Francisco,CA,94102,2025-01-06T00:00:00.000,2025-01-06T00:00:00.000,42 Waller St,San Francisco,94102,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,8,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.4242415, 37.772235]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
