ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,location_end_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,parking_tax,transient_occupancy_tax,lic,lic_code_description,supervisor_district,neighborhoods_analysis_boundaries,dba_end_date,business_corridor
1356909-03-241,1078519,Ironclad Inc.,"Ironclad, Inc.",650 California St Ste 1100,San Francisco,CA,94108,2017-01-01T00:00:00.000,2024-01-01T00:00:00.000,,650 California St Ste 1100,San Francisco,94108,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1185263-04-181,1086426,Host Analytics Inc,Host Analytics Inc,650 California St,San Francisco,CA,94108,2018-03-01T00:00:00.000,2018-03-01T00:00:00.000,2023-05-01T00:00:00.000,150 Spear St Ste 1850,San Francisco,94105,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1008102-09-141,1004287,Skillz Inc,Skillz Inc,424 Clay St Lowr Level,San Francisco,CA,94111,2013-03-13T00:00:00.000,2013-03-13T00:00:00.000,2015-07-24T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1199322-08-181,0457183,Angellist LLC,Angellist Holdings LLC,90 Gold St Fl 3,San Francisco,CA,94133,2010-07-01T00:00:00.000,2010-07-01T00:00:00.000,,548 Market St,San Francisco,94104,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1200142-09-181,1066359,Makersights Inc.,Makersights Inc.,435 Pacific Ave Ste 350,San Francisco,CA,94133,2016-02-01T00:00:00.000,2018-07-15T00:00:00.000,2022-01-31T00:00:00.000,548 Market St,San Francisco,94104,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1052646-02-161,1024917,My Wireless Ncc Inc,My Wireless Ncc Inc,851 Clay St,San Francisco,CA,94108,2015-03-01T00:00:00.000,2015-03-01T00:00:00.000,,1600 N Broadway Ste 900,Santa Ana,92706,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1238155-11-191,0469810,Simpler Media Group Inc,Cmswire,600 California St Fl 11,San Francisco,CA,94108,2012-05-01T00:00:00.000,2019-07-01T00:00:00.000,,600 California St 11 Fl,San Francisco,94108,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1269441-02-211,1077984,Exipple Studio Inc,Gestoos,595 Pacific Ave,San Francisco,CA,94133,2017-09-19T00:00:00.000,2019-03-01T00:00:00.000,2022-04-01T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,5100-5199,Information,False,False,,,3,Chinatown,,
0467518-01-001,0467518,Vista Partners LLC,Vista Partners LLC,600 California St Fl 9,San Francisco,CA,94108,2012-03-01T00:00:00.000,2012-03-01T00:00:00.000,2020-12-31T00:00:00.000,Po Box 2854,San Francisco,94126,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1167738-11-171,1079280,"Leif Technologies, Inc.","Leif Technologies, Inc.",655 Montgomery St,San Francisco,CA,94111,2017-11-15T00:00:00.000,2017-11-15T00:00:00.000,2021-04-01T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2021-04-01T00:00:00.000,
1344128-10-231,1151378,"Upfront Energy, Inc.",Upfront,576 Sacramento St,San Francisco,CA,94111,2023-01-04T00:00:00.000,2023-01-04T00:00:00.000,2024-09-10T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2024-09-10T00:00:00.000,
0490780-01-001,0490780,Waller Union Inc,Meadow Care,755 Union St,San Francisco,CA,94133,2014-07-01T00:00:00.000,2014-07-01T00:00:00.000,2015-05-31T00:00:00.000,60 13th St,San Francisco,94103,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1207641-12-181,1014693,Clara Labs Inc,Clara Labs Inc,576 Sacramento St Fl 5,San Francisco,CA,94111,2014-03-28T00:00:00.000,2016-10-01T00:00:00.000,2023-06-30T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2023-06-30T00:00:00.000,
1155495-07-171,1073805,Xenio Corporation,Xenio Corporation,435 Pacific Ave 350,San Francisco,CA,94133,2016-08-01T00:00:00.000,2016-08-01T00:00:00.000,2017-11-02T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2022-06-29T00:00:00.000,
1308169-06-221,1136318,"Atomist, Inc.","Atomist, Inc.",10 Miller Pl Apt 1401,San Francisco,CA,94108,2015-10-20T00:00:00.000,2015-10-20T00:00:00.000,,10 Miller Pl Apt 1401,San Francisco,94108,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1021553-03-151,0457963,Textme Incorporated,Textme Incorporated,655 Montgomery St Rm 1440,San Francisco,CA,94111,2011-03-23T00:00:00.000,2014-10-24T00:00:00.000,2017-11-30T00:00:00.000,275 Post St Ste 400,San Francisco,94108,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1330060-04-231,1145517,"Dbt Labs, Inc.","Dbt Labs, Inc.",650 California St Ste 1501,San Francisco,CA,94108,2022-09-01T00:00:00.000,2022-09-01T00:00:00.000,,915 Spring Garden St Ste 500,Philadelphia,19123,PA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1126621-11-161,1060809,"Digital Genius, Inc.","Digital Genius, Inc.",600 California St,San Francisco,CA,94109,2016-06-01T00:00:00.000,2016-06-01T00:00:00.000,2019-04-30T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2019-03-01T00:00:00.000,
1270164-02-211,0466496,Grammarly Inc,"Grammarly, Inc.",475 Sansome St,San Francisco,CA,94111,2012-01-17T00:00:00.000,2020-08-01T00:00:00.000,,548 Market St 35410 Unit,San Francisco,94104,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1304053-05-221,1098984,"Zethos, Inc.","Zethos, Inc.",325 Pacific Ave,San Francisco,CA,94111,2018-01-01T00:00:00.000,2019-11-20T00:00:00.000,,325 Pacific Ave,San Francisco,94111,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1197062-08-181,0491135,R & J Wireless Inc,Ultra Telecom LLC,1010 Stockton St,San Francisco,CA,94108,2014-07-09T00:00:00.000,2018-07-27T00:00:00.000,2021-06-30T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2021-06-30T00:00:00.000,
1234846-09-191,0427077,Clinical Mgmt Consultants Inc,Clinical Management Consultants,435 Pacific Ave Ste 500,San Francisco,CA,94133,2008-03-01T00:00:00.000,2015-01-01T00:00:00.000,2022-12-30T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2022-12-30T00:00:00.000,
1214998-03-191,1099164,Botsociety Inc.,Botsociety Inc.,650 California St,San Francisco,CA,94108,2017-09-27T00:00:00.000,2017-09-27T00:00:00.000,,584 Castro St # 3009,San Francisco,94114,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1272026-03-211,1007308,Adjust Inc,Adjust Inc.,500 Montgomery St,San Francisco,CA,94111,2014-01-27T00:00:00.000,2021-01-01T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1223225-05-191,1102435,"Product Hunt, Inc.","Product Hunt, Inc.",90 Gold St Fl 3,San Francisco,CA,94133,2016-12-01T00:00:00.000,2016-12-01T00:00:00.000,2016-12-01T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2016-12-01T00:00:00.000,
1379656-02-251,1088239,Bytedance Inc.,Bytedance Inc.,600 California St Fl 2,San Francisco,CA,94108,2018-01-15T00:00:00.000,2024-01-01T00:00:00.000,,5800 Bristol Pkwy,Culver City,90230,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1223192-05-191,1102420,Shawn Azman,Gtmhub,600 California St Fl 11,San Francisco,CA,94108,2018-11-05T00:00:00.000,2019-02-04T00:00:00.000,2019-11-30T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2019-11-30T00:00:00.000,
0484964-01-001,0484964,Schoolmint Inc,Schoolmint Inc,565 Commercial St 200,San Francisco,CA,94111,2013-11-11T00:00:00.000,2013-11-11T00:00:00.000,2014-10-12T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1187406-05-181,1008772,Glass Health Inc,"Glass Health, Inc. (Dba Patch)",600 California St 13054,San Francisco,CA,94108,2015-01-04T00:00:00.000,2018-05-01T00:00:00.000,2018-05-09T00:00:00.000,548 Market St Pmb 75189,San Francisco,94104,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1304362-05-221,1119267,"Primary Diagnostics, Inc.",Primary.Health,595 Pacific Ave Fl 4,San Francisco,CA,94133,2020-05-18T00:00:00.000,2020-05-18T00:00:00.000,,595 Pacific Ave 4 Fl,San Francisco,94133,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1289555-10-211,1101821,"Beam Network, Inc.",Eco,600 California St Fl 11,San Francisco,CA,94108,2018-02-01T00:00:00.000,2021-05-01T00:00:00.000,,2261 Market St Ste 4348,San Francisco,94114,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1037682-08-151,1008739,Sweetch Inc,Mason Pacific,1358 Mason St,San Francisco,CA,94133,2014-05-20T00:00:00.000,2015-05-28T00:00:00.000,2015-09-01T00:00:00.000,2261 Market St # 4031,San Francisco,94114,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1230570-08-191,1105332,Modern Labor Inc.,Modern Labor Inc.,655 Montgomery St Fl 7,San Francisco,CA,94111,2018-03-01T00:00:00.000,2018-12-01T00:00:00.000,2020-03-10T00:00:00.000,548 Market St 28656,San Francisco,94104,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1363459-06-241,1159309,"Io Products, Inc.","Io Products, Inc.",807 Montgomery St,San Francisco,CA,94133,2024-05-28T00:00:00.000,2024-05-28T00:00:00.000,,535 Pacific Ave Ste 300,San Francisco,94133,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1255210-07-201,0414826,Guide By Cell Inc,Guide By Cell,405 Sansome St Fl 4,San Francisco,CA,94111,2007-03-03T00:00:00.000,2007-03-03T00:00:00.000,,5610 A Granny White Pike,Brentwood,37027,TN,5100-5199,Information,False,False,,,3,Chinatown,,
1238789-11-191,0357565,Dwell LLC,Dwell Magazine,595 Pacific Ave,San Francisco,CA,94133,2002-08-01T00:00:00.000,2018-10-01T00:00:00.000,2021-02-28T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2023-12-31T00:00:00.000,
1287109-09-211,1065052,"Tenjin, Inc.","Tenjin, Inc.",476 Jackson St Fl 3,San Francisco,CA,94111,2014-07-22T00:00:00.000,2020-01-15T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1192287-06-181,1059023,"Meetme, Inc.",The Meet Group,655 Montgomery St Fl 7,San Francisco,CA,94111,2016-10-03T00:00:00.000,2016-10-03T00:00:00.000,2020-03-15T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2020-03-15T00:00:00.000,
0456743-02-001,0456743,Appdirect Inc,Appdirect Inc,650 California St Fl 4,San Francisco,CA,94108,2009-07-30T00:00:00.000,2012-02-23T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1250748-04-201,1022254,Meyer Media LLC,Lift Ventures,595 Pacific Ave Fl 4,San Francisco,CA,94133,2012-10-08T00:00:00.000,2012-10-08T00:00:00.000,,548 Market St 76678 Ste,San Francisco,94104,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1355903-03-241,1141291,Morf Health Inc.,"Morf Health, Inc",595 Pacific Ave Fl 4,San Francisco,CA,94133,2022-12-01T00:00:00.000,2024-03-01T00:00:00.000,,2261 Market St,San Francisco,94114,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1178123-02-181,0432073,Ft Publications Inc,F.T Publications Inc,601 Montgomery St Suite 18,San Francisco,CA,94111,2001-02-01T00:00:00.000,2017-08-01T00:00:00.000,,330 Husdon St,New York,10013,NY,5100-5199,Information,False,False,,,3,Chinatown,,
1382457-03-251,1167290,Unsloth Ai Inc.,Unsloth Ai,505 Montgomery St Fl 10,San Francisco,CA,94111,2024-12-01T00:00:00.000,2024-12-01T00:00:00.000,,505 Montgomery St Fl 10,San Francisco,94111,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1081697-07-161,1031729,Hugo Corporation,Hugo Corporation,476 Jackson St 3rd Flr,San Francisco,CA,94111,2016-02-24T00:00:00.000,2016-07-01T00:00:00.000,2018-11-12T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2022-12-30T00:00:00.000,
1284331-08-211,0477518,Woopra Inc,Woopra - 600 California,600 California St Fl 11,San Francisco,CA,94108,2012-01-12T00:00:00.000,2021-06-15T00:00:00.000,2023-01-01T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2023-01-01T00:00:00.000,
1025893-04-151,0455313,Joyent Inc,Joyent Inc,655 Montgomery St Rm 1600,San Francisco,CA,94111,2012-01-01T00:00:00.000,2015-02-01T00:00:00.000,2022-02-28T00:00:00.000,665 Clyde Ave,Mountain View,94043,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1226197-06-191,1029760,"Product Hunt, Inc","Product Hunt, Inc.",90 Gold St Fl 3,San Francisco,CA,94133,2015-01-05T00:00:00.000,2015-01-05T00:00:00.000,2020-05-01T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2020-05-01T00:00:00.000,
1018177-02-151,1007134,Noresco LLC,Noresco LLC,475 Sansome St Ste 500,San Francisco,CA,94111,2014-07-01T00:00:00.000,2014-11-19T00:00:00.000,,13995 Pasteur Blvd,Palm Beach Gardens,33418,FL,5100-5199,Information,False,False,,,3,Chinatown,,
1037503-08-151,1008739,Sweetch Inc,Express Parking Inc,770 Broadway,San Francisco,CA,94133,2014-05-20T00:00:00.000,2015-04-16T00:00:00.000,2015-09-01T00:00:00.000,2261 Market St # 4031,San Francisco,94114,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1260445-09-201,1117639,Instreamatic Inc,Instreamatic,600 California St Fl 11,San Francisco,CA,94108,2017-07-28T00:00:00.000,2017-07-28T00:00:00.000,2020-10-12T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2020-10-12T00:00:00.000,
1242124-01-201,1110176,Updraft Financial LLC,Updraft Financial LLC,939 Jackson St Apt 203,San Francisco,CA,94133,2020-01-02T00:00:00.000,2020-01-02T00:00:00.000,2020-12-01T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2020-12-01T00:00:00.000,
0371436-02-001,0371436,"Azx,LLC",Zoetrope All-Story,916 Kearny St,San Francisco,CA,94133,2003-10-03T00:00:00.000,2003-10-03T00:00:00.000,,916 Kearny St,San Francisco,94133,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1287286-09-211,1128137,Pineapple Team Incorporated,Dispute,650 California St Fl 7,San Francisco,CA,94108,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,2023-06-30T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2023-06-30T00:00:00.000,Chinatown
1240036-12-191,1109253,Pupusas & Primo LLC,Pupusas & Primo LLC,600 California St Fl 11,San Francisco,CA,94108,2019-12-06T00:00:00.000,2019-12-06T00:00:00.000,2023-06-30T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2023-06-30T00:00:00.000,
0316926-03-003,0316926,Oracle America Inc,Oracle America Inc,"475 Sansome St, 15th Fl",San Francisco,CA,94111,2010-02-16T00:00:00.000,2010-02-16T00:00:00.000,2020-01-30T00:00:00.000,Po Box 5200,Belmont,94002,CA,5100-5199,Information,False,False,D27,STORAGE AND USE OF BATTERY SYSTEMS,3,Chinatown,,
1336101-06-231,0489451,Zignal Labs Inc,Zignal Labs Inc.,600 California St Fl 11,San Francisco,CA,94108,2013-12-31T00:00:00.000,2021-11-29T00:00:00.000,,600 California St # 11,San Francisco,94108,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1221255-05-191,1020182,Wilton And Bain Inc,Wilton And Bain,650 California St Fl 7,San Francisco,CA,94108,2015-10-27T00:00:00.000,2016-01-01T00:00:00.000,2021-12-31T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2021-12-31T00:00:00.000,Chinatown
0437533-01-001,0437533,Wang Yun Yun/Zhu Zai Feng,Pamesco Travel Service Center,1129 Stockton St #201,San Francisco,CA,94133,2009-04-18T00:00:00.000,2009-04-18T00:00:00.000,,1129 Stockton St # 201201,San Francisco,94133,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1165865-11-171,1073805,Xenio Corporation,Xenio Systems,435 Pacific Ave 350,San Francisco,CA,94133,2016-08-01T00:00:00.000,2016-08-01T00:00:00.000,2017-11-01T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2022-06-29T00:00:00.000,
1188535-05-181,0490049,Factual Inc,Factual Inc,650 California St Fl 4,San Francisco,CA,94108,2014-02-24T00:00:00.000,2017-09-01T00:00:00.000,2020-04-14T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2020-04-14T00:00:00.000,Chinatown
1227112-07-191,1103913,Lung Donn Chan,Shun Yi Association,815 Clay St Fl 4,San Francisco,CA,94108,2019-07-05T00:00:00.000,2019-07-05T00:00:00.000,2023-06-30T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2023-06-30T00:00:00.000,Chinatown
1126674-11-161,1060835,"Tickr, Inc.","Tickr, Inc.",90 Gold St,San Francisco,CA,94133,2015-09-01T00:00:00.000,2015-09-01T00:00:00.000,,2 Embarcadero Ctr Fl 8,San Francisco,94111,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1229938-08-191,1105068,Gpsa Vacation,Gpsa Vacation,1100 Stockton Street,San Francisco,CA,94133,2019-07-28T00:00:00.000,2019-07-28T00:00:00.000,2023-06-30T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2023-06-30T00:00:00.000,Chinatown
1177917-02-181,1083134,"Listen Notes, Inc.","Listen Notes, Inc.",707 Stockton St Apt 102,San Francisco,CA,94108,2017-10-16T00:00:00.000,2017-10-16T00:00:00.000,2022-11-01T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1147554-05-171,0371809,Arxan Technologies Inc,Arxan Technologies Inc,650 California Street 2750,San Francisco,CA,94108,2003-11-01T00:00:00.000,2016-10-01T00:00:00.000,2021-10-01T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2021-10-01T00:00:00.000,Chinatown
1186710-05-181,1087076,Resolve Corp,Resolve,650 California St Fl 12,San Francisco,CA,94108,2018-05-01T00:00:00.000,2018-05-01T00:00:00.000,2020-07-14T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2021-01-31T00:00:00.000,Chinatown
1299042-02-221,1016318,Mobile Action Inc,Mobile Action Inc,595 Pacific Ave Fl 4,San Francisco,CA,94133,2014-04-01T00:00:00.000,2021-04-01T00:00:00.000,,595 Pacific Ave Fl 4,San Francisco,94133,CA,5100-5199,Information,False,False,,,3,Chinatown,,
0086671-01-001,0086671,Wong Yick Fun,671 Broadway Bldg,671 Broadway #A,San Francisco,CA,94133,1971-01-01T00:00:00.000,1971-01-01T00:00:00.000,,746 32nd Ave,San Francisco,94121,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1354509-02-241,1092536,"Knox Medical Diagnostics, Inc.",Aluna,650 California St Fl 7,San Francisco,CA,94108,2013-11-12T00:00:00.000,2023-08-01T00:00:00.000,,650 California St Fl 7,San Francisco,94108,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1143910-04-171,0476758,Cen Yan Ci,World Books Journal Co,824 Stockton St,San Francisco,CA,94108,2013-03-01T00:00:00.000,2017-04-24T00:00:00.000,,824 Stockton St,San Francisco,94108,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1255103-07-201,0420520,Twitter Inc,"Twitter, Inc.",650 California St 3000,San Francisco,CA,94108,2007-05-17T00:00:00.000,2020-05-21T00:00:00.000,,1355 Market St Ste 900,San Francisco,94103,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1022085-03-151,1008739,Sweetch Inc,Sweetch Inc,170 Columbus Ave,San Francisco,CA,94133,2014-05-20T00:00:00.000,2015-01-06T00:00:00.000,2015-09-01T00:00:00.000,2261 Market St # 4031,San Francisco,94114,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1262415-10-201,0477518,Woopra Inc,"Woopra, Inc.",655 Montgomery St Ste 700,San Francisco,CA,94111,2012-01-12T00:00:00.000,2012-01-12T00:00:00.000,2021-02-27T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2023-01-01T00:00:00.000,
1197219-08-181,0324648,Asg Technologies Group Inc,"Asg Technologies Group, Inc.",650 California St,San Francisco,CA,94108,1998-07-01T00:00:00.000,2018-02-01T00:00:00.000,2020-07-31T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2020-07-31T00:00:00.000,Chinatown
1347255-11-231,1152726,Lazyweb Inc,Andi,600 California St Rm 12044,San Francisco,CA,94108,2023-04-15T00:00:00.000,2023-04-15T00:00:00.000,,2261 Market St,San Francisco,94114,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1250749-04-201,1022254,Meyer Media LLC,Meyer Media LLC,595 Pacific Ave Fl 4,San Francisco,CA,94133,2012-10-08T00:00:00.000,2012-10-08T00:00:00.000,,548 Market St 76678 Ste,San Francisco,94104,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1298740-02-221,1066359,Makersights Inc.,Makersights Inc,900 Kearny St Ste 700,San Francisco,CA,94133,2016-02-01T00:00:00.000,2022-02-01T00:00:00.000,2023-11-30T00:00:00.000,548 Market St,San Francisco,94104,CA,5100-5199,Information,False,False,,,3,Chinatown,,Chinatown
1249247-03-201,1113110,"Theta Equity Partners, Inc.","Theta Equity Partners, Inc.",655 Montgomery St,San Francisco,CA,94111,2020-01-01T00:00:00.000,2020-01-01T00:00:00.000,2022-05-04T00:00:00.000,,,,,5100-5199,Information,False,False,,,3,Chinatown,2022-05-04T00:00:00.000,
1376596-12-241,1164771,Paren Inc,Paren Inc,595 Pacific Ave Fl 4,San Francisco,CA,94133,2024-05-18T00:00:00.000,2024-05-18T00:00:00.000,,595 Pacific Ave Fl 4,San Francisco,94133,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1372445-10-241,1146806,Matik Inc,Matik Inc,565 Commercial St Ste 200,San Francisco,CA,94111,2019-01-29T00:00:00.000,2024-03-01T00:00:00.000,,565 Commercial St Ste 200,San Francisco,94111,CA,5100-5199,Information,False,False,,,3,Chinatown,,
1159979-09-171,1075626,"Mygini, Inc.",Mygini,402 Jackson St,San Francisco,CA,94111,2017-08-11T00:00:00.000,2017-08-11T00:00:00.000,2020-07-09T00:00:00.000,1117 California Ave,Palo Alto,94304,CA,5100-5199,Information,False,False,,,3,Chinatown,,
0086671-02-001,0086671,Wong Yick Fun,720 Filbert St,720 Filbert St,San Francisco,CA,94133,1971-01-01T00:00:00.000,2007-03-01T00:00:00.000,,746 32nd Ave,San Francisco,94121,CA,5100-5199,Information,False,False,,,3,Chinatown,,North Beach
1308781-06-221,0487794,Juniper Square Inc,"Juniper Square, Inc.",555 Montgomery St Ste 1400,San Francisco,CA,94111,2014-02-24T00:00:00.000,2022-06-01T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999,CA,5100-5199,Information,False,False,,,3,Chinatown,,
