permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_name,street_suffix,description,status,status_date,number_of_existing_stories,number_of_proposed_stories,estimated_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,last_permit_activity_date,application_submission_method,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,zipcode,location,point_source,record_id,data_as_of,data_loaded_at,filed_date,issued_date,completed_date,revised_cost,unit,fire_only_permit,unit_suffix,structural_notification,site_permit,street_number_suffix,first_construction_document_date
202403298953,8,otc alterations permit,2024-03-29T00:00:00.000,0258,032,601,California,St,"ste 610: install 11 ceiling mount speaker strobes, install 1 control relay, arch ref 202402095609 & mech ref 202403268616.",complete,2024-04-11T09:00:06.000,22,22,7992.0,office,,office,,2,B,B,1,constr type 1,1,constr type 1,2024-03-29T15:06:49.000,in-house,N,Y,3,Financial District/South Beach,94108,"{'type': 'Point', 'coordinates': [-122.404685586, 37.792359393]}",eas_address_point,169170066051,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T13:48:37.000,2024-03-29T15:09:56.000,2024-04-11T09:00:06.000,11200.0,,Y,,,,,
202403298887,8,otc alterations permit,2024-03-29T00:00:00.000,5082,011,359,Peninsula,Av,"like for like replacement of fire damaged exterior finishes; interior finishes, appliances, electrical components and (2) windows; repair/replacement of fire damaged floor framing near garage-front. reroof of turret and repair of turret framing; (1) egress window upgraded to meet current code.",issued,2024-04-02T11:56:11.000,2,2,150000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-02T11:53:15.000,in-house,N,Y,10,Bayview Hunters Point,94134,"{'type': 'Point', 'coordinates': [-122.399113275, 37.710715317]}",eas_address_point,1691630177797,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T08:58:54.000,2024-04-02T11:56:11.000,,150000.0,,,,,,,
202403298923,8,otc alterations permit,2024-03-29T00:00:00.000,1367,008,133,07th,Av,to obtain final inspection for work approved under pa# 201006235156. all work is complete.,complete,2024-04-08T13:49:58.000,2,2,1.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-29T12:24:23.000,in-house,N,Y,1,Inner Richmond,94118,"{'type': 'Point', 'coordinates': [-122.466039688, 37.785986735]}",eas_address_point,1691670369234,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T12:21:52.000,2024-03-29T14:43:01.000,2024-04-08T13:49:58.000,1.0,,,,,,,
202403298948,8,otc alterations permit,2024-03-29T00:00:00.000,2037A,011,520,Noriega,St,replacement of leaking glass block assembly at east property line. wall with new 45 min. rated. fixed window not visible from the street.,complete,2024-09-24T13:24:57.000,2,2,1500.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-29T14:42:46.000,in-house,N,Y,7,Inner Sunset,94122,"{'type': 'Point', 'coordinates': [-122.469420346, 37.755508343]}",eas_address_point,1691695122927,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T13:35:07.000,2024-03-29T14:48:07.000,2024-09-24T13:24:57.000,1500.0,,,,,,,
202403298890,8,otc alterations permit,2024-03-29T00:00:00.000,3773,300A,1,Bayside Village,Pl,"building 2 unit #112: like for like; remove and replace; (1) kitchen, cabinets, countertops, sink, faucet; (2) bathrooms, vanity sinks, faucets, toilets, vacancy sensors; exhaust fan to remain; he lighting fixtures, outlets, switches w/ covers; no fire sprinkler/alarm modifications, no removing wall",complete,2024-04-25T08:49:18.000,4,4,85000.0,apartments,52.0,apartments,52.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-29T10:15:38.000,in-house,N,Y,6,Financial District/South Beach,94107,"{'type': 'Point', 'coordinates': [-122.389504203, 37.784460834]}",eas_address_point,1691633471173,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T09:09:29.000,2024-03-29T10:21:28.000,2024-04-25T08:49:18.000,85000.0,,,,,,,
202403298966,8,otc alterations permit,2024-03-29T00:00:00.000,5550,021,268,Ripley,St,"revision to 202403218292 (renewal of 201609268787). to reflect converted dining into bedroom 2md fl. converted closet to powder rm at 1st fl. 1 new 30"" x 50"" skylight at (e) kitchen (invisible from st)",complete,2024-04-03T09:37:58.000,1,1,5000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-01T07:38:25.000,in-house,N,Y,9,Bernal Heights,94110,"{'type': 'Point', 'coordinates': [-122.409246951, 37.744062687]}",eas_address_point,1691714184189,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T14:59:14.000,2024-04-01T07:41:19.000,2024-04-03T09:37:58.000,13701.0,,,,,,,
202403298882,8,otc alterations permit,2024-03-29T00:00:00.000,2003,056,4019,Moraga,St,reroofing,complete,2024-04-03T10:13:40.000,2,2,15989.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-29T08:41:46.000,in-house,N,Y,4,Sunset/Parkside,94122,"{'type': 'Point', 'coordinates': [-122.505923618, 37.754568986]}",eas_address_point,1691625121391,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T08:12:21.000,2024-03-29T08:45:34.000,2024-04-03T10:13:40.000,15989.0,,,,,,,
202403298876,8,otc alterations permit,2024-03-29T00:00:00.000,5297,031,1767,La Salle,Av,"replace (3) front windows street visible, (1) rear window non street visible. (e) alum (n) alum clad wood - front, (n) wood comp- rear. no size change. < .30 max",complete,2024-07-10T12:24:11.000,2,2,35470.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-29T08:23:51.000,in-house,N,Y,10,Bayview Hunters Point,94124,"{'type': 'Point', 'coordinates': [-122.391954618, 37.738048393]}",eas_address_point,1691619178655,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T07:47:52.000,2024-03-29T08:28:44.000,2024-07-10T12:24:11.000,35470.0,,,,,,,
202403298927,8,otc alterations permit,2024-03-29T00:00:00.000,4082,005,750,Florida,St,"rev to pa# 2022-0607-5743 add exterior ships ladder for access to elevator machine room penthouse as required by california state elevator unit. submitted as local equivalency for roof access stair per ab-005. work includes architectural,structural & lighting modifications.",complete,2025-01-15T13:12:09.000,2,2,50000.0,"warehouse,no frnitur",0.0,animal sale or care,0.0,2,S-2,"B,A-3",5,wood frame (5),5,wood frame (5),2024-04-18T11:19:34.000,in-house,N,Y,9,Mission,94110,"{'type': 'Point', 'coordinates': [-122.411283737, 37.75966879]}",eas_address_point,1691673169861,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T12:34:46.000,2024-04-18T12:32:21.000,2025-01-15T13:12:09.000,50000.0,,,,,,,
202403298952,8,otc alterations permit,2024-03-29T00:00:00.000,3708,056,525,Market,St,"3rd and 4th floors: install 16 ceiling speaker strobes, arch ref ti 202401184171 & arch rev ref ti",complete,2024-05-17T14:21:47.000,39,39,10656.0,office,,office,,2,B,B,1,constr type 1,1,constr type 1,2024-03-29T15:00:37.000,in-house,N,Y,6,Financial District/South Beach,94105,"{'type': 'Point', 'coordinates': [-122.399325506, 37.790631414]}",eas_address_point,1691699164534,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T13:43:30.000,2024-03-29T15:03:31.000,2024-05-17T14:21:47.000,15377.0,,Y,,,,,
202403298911,4,sign - erect,2024-03-29T00:00:00.000,1454,019,5812,Geary,Bl,"to comply with awning amnesty program fabric covering ""safe harbor cpa's and income tax"" ref pa 202403298909",complete,2024-10-15T12:05:23.000,3,,1.0,office,4.0,,,2,"B,R-2",,5,wood frame (5),,,2024-04-24T13:24:50.000,in-house,N,Y,1,Outer Richmond,94121,"{'type': 'Point', 'coordinates': [-122.481875656, 37.780533645]}",eas_address_point,1691654431535,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T11:08:39.000,2024-04-24T13:29:04.000,2024-10-15T12:05:23.000,1.0,,,,,,,
202403298894,8,otc alterations permit,2024-03-29T00:00:00.000,1270,001B,1409,Masonic,Av,"install new fire sprinklerl system throughout 2st fl pwr nfpa 13 2022 including 2"" dedicated fire services",issued,2024-03-29T10:44:23.000,3,3,12000.0,apartments,4.0,apartments,5.0,2,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-29T10:42:04.000,in-house,N,Y,8,Haight Ashbury,94117,"{'type': 'Point', 'coordinates': [-122.444813318, 37.767213019]}",eas_address_point,1691637241427,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T09:18:22.000,2024-03-29T10:44:23.000,,18462.0,,Y,,,,,
202403298888,8,otc alterations permit,2024-03-29T00:00:00.000,5964,009,348,Madison,St,"remove and replace rear door/ slider at rear of building- no street facing, stucco in the exterior 8"" around door. same size and location.",complete,2024-05-07T11:19:42.000,3,3,20000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-29T09:20:10.000,in-house,N,Y,11,Excelsior,94134,"{'type': 'Point', 'coordinates': [-122.422376624, 37.724688548]}",eas_address_point,1691631192668,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T09:02:12.000,2024-03-29T09:28:37.000,2024-05-07T11:19:42.000,20000.0,,,,,,,
202403298961,8,otc alterations permit,2024-03-29T00:00:00.000,4093,016,880,Kansas,St,re-roofing,issued,2024-03-29T15:07:30.000,3,3,17840.0,apartments,4.0,apartments,4.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-29T14:59:25.000,in-house,N,Y,10,Potrero Hill,94107,"{'type': 'Point', 'coordinates': [-122.403245669, 37.75842441]}",eas_address_point,1691709282853,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T14:32:39.000,2024-03-29T15:07:30.000,,17840.0,,,,,,,
202403298955,8,otc alterations permit,2024-03-29T00:00:00.000,3159,007,1,Gennessee,St,ground floor interior remodel to include new powder room in basement with new toilet and vanity only. install (n) framing to enclose storage space. no wall removal. requires mep trade permits to be obtain.,complete,2024-05-24T12:00:04.000,2,2,10000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-29T15:46:00.000,in-house,N,Y,7,West of Twin Peaks,94112,"{'type': 'Point', 'coordinates': [-122.451401721, 37.728510809]}",eas_address_point,1691701154100,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T13:54:11.000,2024-03-29T15:47:56.000,2024-05-24T12:00:04.000,13701.0,,,,,,,
202403298916,4,sign - erect,2024-03-29T00:00:00.000,1454,019,5822,Geary,Bl,"to comply with awning amnesty program - fabric covering: ""city spine center"". ref awning permit 202403298915.",complete,2024-10-30T12:18:14.000,3,,1.0,clinics-medic/dental,4.0,,,2,"B,R-2",,5,wood frame (5),,,2024-10-17T15:17:44.000,in-house,N,Y,1,Outer Richmond,94121,"{'type': 'Point', 'coordinates': [-122.481875531, 37.780530935]}",eas_address_point,1691660513976,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T11:45:00.000,2024-10-17T15:20:21.000,2024-10-30T12:18:14.000,1.0,,,,,,,
202403298907,8,otc alterations permit,2024-03-29T00:00:00.000,1893,036,1538,48th,Av,replace 4 windows at front of building with aluminum clad marvin. no change to openings or location. visible from street.,complete,2024-05-07T09:09:04.000,2,2,25000.0,apartments,4.0,apartments,4.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-29T11:21:31.000,in-house,N,Y,4,Sunset/Parkside,94122,"{'type': 'Point', 'coordinates': [-122.507555292, 37.757712147]}",eas_address_point,1691650119176,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T10:57:49.000,2024-03-29T11:26:40.000,2024-05-07T09:09:04.000,25000.0,,,,,,,
202403298942,8,otc alterations permit,2024-03-29T00:00:00.000,0238,008,350,California,St,16/f: add (3) relocate (9) fire sprinkler per t.i. job #24-621. ref pa# 202401113782,complete,2024-04-16T11:20:56.000,22,22,7453.0,office,,office,,2,B,B,1,constr type 1,1,constr type 1,2024-03-29T13:57:38.000,in-house,N,Y,3,Financial District/South Beach,94104,"{'type': 'Point', 'coordinates': [-122.400807639, 37.793236243]}",eas_address_point,1691689297063,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T13:16:21.000,2024-03-29T14:01:07.000,2024-04-16T11:20:56.000,7453.0,0,Y,,,,,
202403298903,8,otc alterations permit,2024-03-29T00:00:00.000,1054,020,2632,Sutter,St,replace (1) side window non street visible. (e) vinyl (n) wood comp. no size chanage. < .30 max,complete,2024-05-13T12:06:52.000,2,2,3472.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-29T11:12:05.000,in-house,N,Y,2,Presidio Heights,94115,"{'type': 'Point', 'coordinates': [-122.444558105, 37.784896176]}",eas_address_point,169164688416,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T10:34:15.000,2024-03-29T11:17:22.000,2024-05-13T12:06:52.000,3472.0,,,,,,,
202403298963,8,otc alterations permit,2024-03-29T00:00:00.000,0095,045,1215,Greenwich,St,"to comply with nov 202419102, for kitchen remodel: replace exist'g cabinets and counterops & replace exist'g faucet. cabinets, sinks, faucet replaced in kind. no new wall & no exist'g wall relocation . new lighting shall comply with cec 150.0(k)3.",complete,2024-05-31T12:20:05.000,4,4,3000.0,apartments,15.0,apartments,15.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-03-29T15:16:28.000,in-house,N,Y,3,Russian Hill,94109,"{'type': 'Point', 'coordinates': [-122.420069203, 37.800696768]}",eas_address_point,169171158680,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T14:39:11.000,2024-03-29T15:35:26.000,2024-05-31T12:20:05.000,30000.0,4,,A,,,,
202403298898,8,otc alterations permit,2024-03-29T00:00:00.000,5731,002,211,Putnam,St,to verify (e) sound level in sleeping areas comply w/ffc sec 1103.7.6.1,issued,2024-04-12T09:00:39.000,3,3,1.0,apartments,18.0,apartments,18.0,2,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-12T08:56:32.000,in-house,N,Y,9,Bernal Heights,94110,"{'type': 'Point', 'coordinates': [-122.410847424, 37.736636134]}",eas_address_point,1691641188098,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T09:37:42.000,2024-04-12T09:00:39.000,,1.0,,Y,,,,,
202403298883,8,otc alterations permit,2024-03-29T00:00:00.000,7544,118,138,Everson,St,"remodel bathroom, remove closet to add shower. relocate toilet, add shower, relocate lights. exhaust fan to remain.",complete,2024-06-28T11:21:51.000,2,2,18000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-29T09:33:44.000,in-house,N,Y,8,Glen Park,94131,"{'type': 'Point', 'coordinates': [-122.432432694, 37.738736907]}",eas_address_point,1691626228264,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T08:40:49.000,2024-03-29T09:51:28.000,2024-06-28T11:21:51.000,20553.0,,,,,,,
202403298917,8,otc alterations permit,2024-03-29T00:00:00.000,0195,017,42,Columbus,Av,repair and replace existing sign structure components to existing general sign located at 42 columbus ave,complete,2024-10-30T14:22:59.000,1,1,31270.0,food/beverage hndlng,,food/beverage hndlng,,2,"B,M","B,M",5,wood frame (5),5,wood frame (5),2024-04-16T13:40:48.000,in-house,N,Y,3,Chinatown,94111,"{'type': 'Point', 'coordinates': [-122.404010172, 37.7962219]}",eas_address_point,169166162238,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T11:46:35.000,2024-04-16T13:43:06.000,2024-10-30T14:22:59.000,31270.0,,,,,,,
202403298967,4,sign - erect,2024-03-29T00:00:00.000,0351,033,77,Mcallister,St,"to comply with the amnesty awning progrm with planning 2023-009506enf. legalize (1) non-electric single faced wall sign: ""plaza snacks & deli""",complete,2024-05-03T09:42:47.000,2,,3000.0,retail sales,,,,2,M,,5,wood frame (5),,,2024-04-08T14:17:32.000,in-house,N,Y,5,Tenderloin,94102,"{'type': 'Point', 'coordinates': [-122.413147806, 37.780794139]}",eas_address_point,1691715514608,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T15:02:18.000,2024-04-08T14:23:27.000,2024-05-03T09:42:47.000,3000.0,,,,,,,
202403298934,8,otc alterations permit,2024-03-29T00:00:00.000,6997,047,1325,Holloway,Av,"new bathroom on 2/f with window (not visible from street), remodel 2 closets.",complete,2024-10-08T14:15:55.000,2,2,37000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-01T09:30:49.000,in-house,N,Y,11,Oceanview/Merced/Ingleside,94132,"{'type': 'Point', 'coordinates': [-122.470412745, 37.721399419]}",eas_address_point,1691683216922,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T13:05:06.000,2024-04-01T09:34:16.000,2024-10-08T14:15:55.000,37000.0,,,,,,,
202403298929,8,otc alterations permit,2024-03-29T00:00:00.000,0309,017,233,Post,St,"selective interior demo to remove previous retail tenant improvements including non-structural partitions, doors, millwork, finishes, ceilings, lighting diffusers. no demo in basement. no change of use. no structural work accessibility upgrades in separate ti application per ab-007",complete,2024-09-25T11:17:12.000,7,7,26225.0,office,0.0,office,0.0,2,B,B,1,constr type 1,1,constr type 1,2024-05-10T13:49:23.000,in-house,N,Y,3,Financial District/South Beach,94108,"{'type': 'Point', 'coordinates': [-122.405725738, 37.788386265]}",eas_address_point,169167569285,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T12:39:17.000,2024-05-10T13:54:57.000,2024-09-25T11:17:12.000,26225.0,,,,,,,
202403298875,8,otc alterations permit,2024-03-29T00:00:00.000,2089,035A,1910,46th,Av,replace (1) front window street facing. (e) wood (n) alum clad wood. no size change. < .30 max,issued,2024-03-29T08:27:51.000,2,2,6397.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-29T08:26:30.000,in-house,N,Y,4,Sunset/Parkside,94116,"{'type': 'Point', 'coordinates': [-122.505037125, 37.750826042]}",eas_address_point,1691618125437,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T07:44:50.000,2024-03-29T08:27:51.000,,6397.0,,,,,,,
202403298949,8,otc alterations permit,2024-03-29T00:00:00.000,0637,018,2323,Sacramento,St,"ab-017 interior demo only. nonstructural walls, doors, and frames. electrical and plumbing fixtures",complete,2024-07-31T08:57:04.000,2,2,30000.0,clinics-medic/dental,0.0,clinics-medic/dental,0.0,2,"I-2,B","I-2,B",3,constr type 3,3,constr type 3,2024-05-03T10:24:10.000,in-house,N,Y,2,Pacific Heights,94115,"{'type': 'Point', 'coordinates': [-122.431514347, 37.789873583]}",eas_address_point,169169677192,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T13:37:24.000,2024-05-03T10:27:34.000,2024-07-31T08:57:04.000,130000.0,,,,,,,
202403298960,8,otc alterations permit,2024-03-29T00:00:00.000,1930A,002,747,Lawton,St,to comply# 202420067: permit for dryer ventalation,complete,2024-04-09T11:13:52.000,2,2,1000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-03-29T15:05:22.000,in-house,N,Y,7,Inner Sunset,94122,"{'type': 'Point', 'coordinates': [-122.471098821, 37.758269536]}",eas_address_point,1691708120916,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T14:31:23.000,2024-03-29T15:15:32.000,2024-04-09T11:13:52.000,1000.0,,,,,,,
202403298910,4,sign - erect,2024-03-29T00:00:00.000,1085,029,3421,Geary,Bl,"replace (e) awining cover with new light blue non illuminated awning cover ""change in your lashes beauty spot"" in light blue.",issued,2024-04-05T10:20:27.000,3,,1500.0,barber/beauty salon,0.0,,,2,"B,R-2",,5,wood frame (5),,,2024-04-05T10:06:31.000,in-house,N,Y,2,Lone Mountain/USF,94118,"{'type': 'Point', 'coordinates': [-122.455618971, 37.781097399]}",eas_address_point,1691653397188,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T11:06:37.000,2024-04-05T10:20:27.000,,1500.0,0,,,,,,
202403298972,8,otc alterations permit,2024-03-29T00:00:00.000,4103,029,669,Mississippi,St,re-roofing,complete,2024-05-07T11:06:24.000,1,1,24000.0,retail sales,0.0,retail sales,0.0,0,"M,F-1","M,F-1",5,wood frame (5),5,wood frame (5),2024-04-01T14:44:18.000,in-house,N,Y,10,Potrero Hill,94107,"{'type': 'Point', 'coordinates': [-122.393843805, 37.75811145]}",eas_address_point,1691720363301,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-03-29T15:45:30.000,2024-04-01T14:45:31.000,2024-05-07T11:06:24.000,24000.0,,,,,,,
